Prospecto,Semana,Verificado,Oe,PrioridadProspecto,Canal
9595,43,No,,Prioridad Baja,Facebook
9596,43,No,,Prioridad Alta,Organico
9597,43,No,,Prioridad Media,Instagram
9598,43,No,,Prioridad Media,Facebook
9599,43,No,,Prioridad Alta,Organico
9600,43,No,,Prioridad Baja,Facebook
9601,43,Si,1,Prioridad Alta,Organico
9602,43,No,,Prioridad Media,AdWords
9603,43,No,,Prioridad Alta,AdWords
9604,43,Si,15,Prioridad Alta,Organico
9605,43,No,,Prioridad Alta,Organico
9606,43,No,,Prioridad Alta,Organico
9607,43,No,,Prioridad Alta,AdWords
9608,43,Si,3,Prioridad Alta,Organico
9609,43,Si,6,Prioridad Alta,Instagram
9610,43,No,,Prioridad Media,Organico
9611,43,No,,Prioridad Media,Instagram
9612,43,No,,Prioridad Baja,Organico
9613,43,No,,Prioridad Baja,Organico
9614,43,No,,Prioridad Alta,AdWords
9615,43,No,,Prioridad Baja,AdWords
9616,43,No,,Prioridad Alta,Instagram
9617,43,Si,1,Prioridad Alta,Organico
9618,43,Si,4,Prioridad Media,Organico
9619,43,Si,8,Prioridad Alta,Organico
9620,43,Si,3,Prioridad Alta,Organico
9621,43,No,,Prioridad Baja,Organico
9622,43,Si,5,Prioridad Alta,Organico
9623,43,No,,Prioridad Alta,Instagram
9624,43,No,,Prioridad Media,Instagram
9625,43,No,,Prioridad Alta,Organico
9626,43,Si,2,Prioridad Alta,Organico
9627,43,Si,16,Prioridad Alta,Facebook
9628,43,Si,17,Prioridad Alta,Facebook
9629,43,No,,Prioridad Media,Instagram
9630,43,No,,Prioridad Baja,Organico
9631,43,No,,Prioridad Baja,Organico
9632,43,No,,Prioridad Alta,AdWords
9633,43,No,,Prioridad Baja,AdWords
9634,43,No,,Prioridad Alta,Facebook
9635,43,No,,Prioridad Baja,AdWords
9636,43,Si,4,Prioridad Alta,Facebook
9637,43,Si,7,Prioridad Baja,Organico
9638,43,No,,Prioridad Alta,AdWords
9639,43,No,,Prioridad Baja,Instagram
9640,43,No,,Prioridad Baja,AdWords
9641,43,Si,3,Prioridad Alta,Organico
9642,43,No,,Prioridad Baja,Instagram
9643,43,No,,Prioridad Alta,Instagram
9644,43,Si,2,Prioridad Alta,Organico
9645,43,No,,Prioridad Baja,Facebook
9646,43,Si,4,Prioridad Alta,Organico
9647,43,Si,3,Prioridad Alta,Facebook
9648,43,No,,Prioridad Alta,AdWords
9649,43,No,,Prioridad Baja,Organico
9650,43,No,,Prioridad Baja,Facebook
9651,43,Si,2,Prioridad Alta,Instagram
9652,43,No,,Prioridad Baja,Instagram
9653,43,No,,Prioridad Media,AdWords
9654,43,No,,Prioridad Alta,AdWords
9655,43,Si,12,Prioridad Alta,Organico
9656,43,No,,Prioridad Baja,Organico
9657,43,No,,Prioridad Baja,Instagram
9658,43,No,,Prioridad Baja,Instagram
9659,43,Si,7,Prioridad Media,Organico
9660,43,No,,Prioridad Alta,Organico
9661,43,No,,Prioridad Media,Organico
9662,43,No,,Prioridad Media,Facebook
9663,43,Si,13,Prioridad Alta,AdWords
9664,43,No,,Prioridad Media,Organico
9665,43,Si,14,Prioridad Alta,Organico
9666,43,No,,Prioridad Alta,Organico
9667,43,No,,Prioridad Alta,Organico
9668,43,No,,Prioridad Media,Organico
9669,43,No,,Prioridad Media,Instagram
9670,43,No,,Prioridad Media,Instagram
9671,43,Si,1,Prioridad Alta,Facebook
9672,43,Si,1,Prioridad Alta,Facebook
9673,43,No,,Prioridad Baja,AdWords
9674,43,No,,Prioridad Alta,Instagram
9675,43,No,,Prioridad Media,Facebook
9676,43,No,,Prioridad Alta,AdWords
9677,43,Si,10,Prioridad Alta,Instagram
9678,43,No,,Prioridad Alta,Instagram
9679,43,Si,6,Prioridad Media,Facebook
9680,43,No,,Prioridad Baja,AdWords
9681,43,No,,Prioridad Media,Facebook
9682,43,No,,Prioridad Baja,AdWords
9683,43,No,,Prioridad Baja,AdWords
9684,43,Si,4,Prioridad Media,Facebook
9685,43,No,,Prioridad Baja,Organico
9686,43,No,,Prioridad Media,AdWords
9687,43,Si,5,Prioridad Alta,Facebook
9688,43,No,,Prioridad Alta,Instagram
9689,43,No,,Prioridad Baja,Instagram
9690,43,No,,Prioridad Baja,Facebook
9691,43,Si,2,Prioridad Alta,Instagram
9692,43,Si,3,Prioridad Alta,AdWords
9693,43,Si,4,Prioridad Alta,AdWords
9694,43,Si,7,Prioridad Alta,Organico
9695,43,Si,4,Prioridad Alta,Instagram
9696,43,Si,19,Prioridad Alta,AdWords
9697,43,No,,Prioridad Media,Organico
9698,43,Si,2,Prioridad Alta,AdWords
9699,43,No,,Prioridad Baja,AdWords
9700,43,Si,13,Prioridad Alta,Organico
9701,43,Si,10,Prioridad Alta,Organico
9702,43,No,,Prioridad Alta,Organico
9703,43,No,,Prioridad Baja,Instagram
9704,43,No,,Prioridad Alta,Instagram
9705,43,No,,Prioridad Alta,AdWords
9706,43,No,,Prioridad Baja,Instagram
9707,43,No,,Prioridad Baja,AdWords
9708,43,Si,3,Prioridad Alta,Instagram
9709,43,Si,9,Prioridad Alta,Organico
9710,43,No,,Prioridad Baja,Instagram
9711,43,Si,8,Prioridad Alta,Instagram
9712,43,No,,Prioridad Media,Instagram
9713,43,Si,15,Prioridad Alta,Facebook
9714,43,No,,Prioridad Baja,AdWords
9715,43,No,,Prioridad Media,Facebook
9716,43,No,,Prioridad Baja,Facebook
9717,43,No,,Prioridad Media,Instagram
9718,43,No,,Prioridad Media,AdWords
9719,43,No,,Prioridad Media,Instagram
9720,43,Si,4,Prioridad Alta,AdWords
9721,43,No,,Prioridad Baja,AdWords
9722,43,No,,Prioridad Alta,Organico
9723,43,No,,Prioridad Alta,AdWords
9724,43,No,,Prioridad Alta,Facebook
9725,43,No,,Prioridad Media,AdWords
9726,43,No,,Prioridad Baja,Organico
9727,43,No,,Prioridad Media,Instagram
9728,43,Si,6,Prioridad Alta,Organico
9729,43,No,,Prioridad Media,Facebook
9730,43,Si,6,Prioridad Media,Instagram
9731,43,Si,3,Prioridad Media,Instagram
9732,43,Si,7,Prioridad Alta,Instagram
9733,43,No,,Prioridad Media,Organico
9734,43,Si,17,Prioridad Alta,Instagram
9735,43,Si,12,Prioridad Alta,Facebook
9736,43,Si,3,Prioridad Alta,Instagram
9737,43,Si,3,Prioridad Alta,Instagram
9738,43,No,,Prioridad Media,AdWords
9739,43,No,,Prioridad Baja,Organico
9740,43,No,,Prioridad Baja,Instagram
9741,43,Si,19,Prioridad Alta,Organico
9742,43,No,,Prioridad Baja,Organico
9743,43,Si,2,Prioridad Alta,Organico
9744,43,Si,1,Prioridad Alta,Organico
9745,43,Si,7,Prioridad Media,AdWords
9746,43,No,,Prioridad Alta,Instagram
9747,43,Si,4,Prioridad Alta,AdWords
9748,43,No,,Prioridad Media,AdWords
9749,43,No,,Prioridad Baja,Instagram
9750,43,Si,1,Prioridad Alta,Instagram
9751,43,No,,Prioridad Media,Facebook
9752,43,Si,2,Prioridad Media,AdWords
9753,43,No,,Prioridad Media,Organico
9754,43,No,,Prioridad Media,Instagram
9755,43,No,,Prioridad Alta,Instagram
9756,43,No,,Prioridad Media,AdWords
9757,43,Si,6,Prioridad Media,Facebook
9758,43,No,,Prioridad Media,Organico
9759,43,Si,12,Prioridad Alta,AdWords
9760,43,Si,14,Prioridad Alta,Instagram
9761,43,Si,7,Prioridad Media,AdWords
9762,43,No,,Prioridad Media,Instagram
9763,43,No,,Prioridad Media,AdWords
9764,43,Si,21,Prioridad Alta,Organico
9765,43,Si,17,Prioridad Alta,AdWords
9766,43,No,,Prioridad Alta,Organico
9767,43,No,,Prioridad Alta,Instagram
9768,43,Si,18,Prioridad Alta,AdWords
9769,43,Si,5,Prioridad Media,Instagram
9770,43,No,,Prioridad Baja,Instagram
9771,43,Si,6,Prioridad Alta,Instagram
9772,43,No,,Prioridad Baja,Instagram
9773,43,Si,14,Prioridad Media,Facebook
9774,43,No,,Prioridad Media,AdWords
9775,43,Si,5,Prioridad Alta,Instagram
9776,43,No,,Prioridad Alta,AdWords
9777,43,No,,Prioridad Media,AdWords
9778,43,Si,1,Prioridad Alta,Organico
9779,43,No,,Prioridad Alta,Instagram
9780,43,No,,Prioridad Alta,Organico
9781,43,Si,6,Prioridad Alta,Organico
9782,43,No,,Prioridad Media,Instagram
9783,43,No,,Prioridad Baja,Instagram
9784,43,Si,5,Prioridad Baja,Instagram
9785,43,No,,Prioridad Alta,AdWords
9786,43,Si,20,Prioridad Media,AdWords
9787,43,Si,3,Prioridad Alta,Instagram
9788,43,Si,10,Prioridad Alta,AdWords
9789,43,No,,Prioridad Media,Instagram
9790,43,Si,15,Prioridad Alta,AdWords
9791,43,Si,3,Prioridad Alta,Instagram
9792,43,Si,6,Prioridad Alta,AdWords
9793,43,Si,16,Prioridad Alta,Instagram
9794,43,Si,10,Prioridad Alta,Instagram
9795,43,No,,Prioridad Baja,AdWords
9796,43,No,,Prioridad Alta,Organico
9797,43,Si,4,Prioridad Alta,Organico
9798,43,Si,8,Prioridad Alta,AdWords
9799,43,No,,Prioridad Alta,AdWords
9800,43,Si,13,Prioridad Alta,Instagram
9801,43,No,,Prioridad Alta,Facebook
9802,43,No,,Prioridad Baja,AdWords
9803,43,No,,Prioridad Baja,AdWords
9804,43,Si,18,Prioridad Media,Instagram
9805,43,Si,19,Prioridad Alta,Instagram
9806,43,No,,Prioridad Alta,AdWords
9807,43,No,,Prioridad Baja,AdWords
9808,43,Si,3,Prioridad Alta,Instagram
9809,43,Si,11,Prioridad Media,Instagram
9810,43,No,,Prioridad Media,AdWords
9811,43,Si,2,Prioridad Alta,Organico
9812,43,No,,Prioridad Alta,Organico
9813,43,No,,Prioridad Media,Instagram
9814,43,Si,6,Prioridad Alta,Facebook
9815,43,Si,20,Prioridad Alta,Facebook
9816,43,Si,1,Prioridad Alta,Instagram
9817,43,Si,17,Prioridad Alta,AdWords
9818,43,No,,Prioridad Alta,AdWords
9819,43,Si,21,Prioridad Alta,Instagram
9820,43,No,,Prioridad Alta,Facebook
9821,43,Si,1,Prioridad Alta,AdWords
9822,43,Si,20,Prioridad Alta,Organico
9823,43,Si,5,Prioridad Alta,Instagram
9824,43,Si,6,Prioridad Alta,Facebook
9825,43,No,,Prioridad Baja,Organico
9826,43,Si,21,Prioridad Media,Instagram
9827,43,Si,1,Prioridad Alta,Organico
9828,43,Si,4,Prioridad Media,Instagram
9829,43,No,,Prioridad Baja,Instagram
9830,43,Si,15,Prioridad Media,Facebook
9831,43,No,,Prioridad Alta,Instagram
9832,43,No,,Prioridad Media,Organico
9833,43,Si,4,Prioridad Baja,AdWords
9834,43,Si,7,Prioridad Media,AdWords
9835,43,No,,Prioridad Alta,AdWords
9836,43,Si,3,Prioridad Alta,Instagram
9837,43,Si,2,Prioridad Alta,AdWords
9838,43,Si,16,Prioridad Media,AdWords
9839,43,Si,6,Prioridad Alta,AdWords
9840,43,No,,Prioridad Media,Instagram
9841,43,No,,Prioridad Alta,Facebook
9842,43,Si,1,Prioridad Alta,Instagram
9843,43,No,,Prioridad Baja,Instagram
9844,43,Si,17,Prioridad Alta,AdWords
9845,43,No,,Prioridad Alta,AdWords
9846,43,Si,15,Prioridad Media,Organico
9847,43,Si,3,Prioridad Alta,Facebook
9848,43,Si,3,Prioridad Alta,Instagram
9849,43,Si,4,Prioridad Alta,Instagram
9850,43,Si,19,Prioridad Alta,Organico
9851,43,Si,2,Prioridad Media,Instagram
9852,43,Si,6,Prioridad Alta,Facebook
9853,43,No,,Prioridad Alta,Facebook
9854,43,Si,1,Prioridad Media,AdWords
9855,43,No,,Prioridad Baja,Organico
9856,43,No,,Prioridad Baja,Organico
9857,43,Si,3,Prioridad Alta,Organico
9858,43,Si,3,Prioridad Alta,Organico
9859,43,Si,4,Prioridad Baja,AdWords
9860,43,Si,6,Prioridad Alta,Organico
9861,43,No,,Prioridad Media,AdWords
9862,43,Si,16,Prioridad Alta,Organico
9863,43,Si,2,Prioridad Media,Organico
9864,43,Si,1,Prioridad Alta,Facebook
9865,43,Si,2,Prioridad Alta,AdWords
9866,43,Si,5,Prioridad Alta,Instagram
9867,43,No,,Prioridad Alta,Organico
9868,43,Si,3,Prioridad Alta,AdWords
9869,43,Si,5,Prioridad Media,AdWords
9870,43,Si,3,Prioridad Alta,Facebook
9871,43,No,,Prioridad Baja,Organico
9872,43,Si,3,Prioridad Alta,Organico
9873,43,No,,Prioridad Media,Organico
9874,43,Si,1,Prioridad Baja,Instagram
9875,43,Si,19,Prioridad Alta,Organico
9876,43,Si,5,Prioridad Alta,Organico
9877,43,Si,14,Prioridad Media,Organico
9878,43,Si,6,Prioridad Alta,Organico
9879,43,Si,19,Prioridad Alta,Organico
9880,43,Si,6,Prioridad Alta,Organico
9881,44,No,,Prioridad Baja,AdWords
9882,44,No,,Prioridad Alta,Organico
9883,44,No,,Prioridad Alta,Facebook
9884,44,No,,Prioridad Alta,Instagram
9885,44,Si,7,Prioridad Alta,AdWords
9886,44,Si,4,Prioridad Alta,Instagram
9887,44,Si,3,Prioridad Alta,Instagram
9888,44,No,,Prioridad Baja,Instagram
9889,44,No,,Prioridad Media,Organico
9890,44,No,,Prioridad Alta,Facebook
9891,44,No,,Prioridad Media,Facebook
9892,44,No,,Prioridad Media,Instagram
9893,44,Si,5,Prioridad Alta,Instagram
9894,44,Si,3,Prioridad Alta,Organico
9895,44,Si,2,Prioridad Alta,Instagram
9896,44,Si,5,Prioridad Media,AdWords
9897,44,Si,15,Prioridad Alta,Instagram
9898,44,Si,4,Prioridad Alta,AdWords
9899,44,Si,7,Prioridad Media,Organico
9900,44,No,,Prioridad Alta,Organico
9901,44,No,,Prioridad Alta,Facebook
9902,44,No,,Prioridad Media,Instagram
9903,44,No,,Prioridad Alta,Organico
9904,44,Si,2,Prioridad Alta,Organico
9905,44,Si,1,Prioridad Alta,AdWords
9906,44,Si,7,Prioridad Baja,AdWords
9907,44,No,,Prioridad Baja,Organico
9908,44,Si,3,Prioridad Alta,Organico
9909,44,No,,Prioridad Baja,AdWords
9910,44,No,,Prioridad Alta,Facebook
9911,44,Si,13,Prioridad Baja,Organico
9912,44,No,,Prioridad Baja,Instagram
9913,44,Si,2,Prioridad Baja,Organico
9914,44,Si,19,Prioridad Alta,Instagram
9915,44,No,,Prioridad Media,Organico
9916,44,No,,Prioridad Alta,AdWords
9917,44,No,,Prioridad Baja,AdWords
9918,44,No,,Prioridad Alta,Facebook
9919,44,No,,Prioridad Media,Instagram
9920,44,Si,7,Prioridad Media,Organico
9921,44,No,,Prioridad Baja,Organico
9922,44,Si,1,Prioridad Baja,Organico
9923,44,Si,13,Prioridad Alta,Organico
9924,44,Si,5,Prioridad Alta,Organico
9925,44,No,,Prioridad Media,Organico
9926,44,Si,20,Prioridad Alta,Instagram
9927,44,No,,Prioridad Baja,Facebook
9928,44,No,,Prioridad Baja,Facebook
9929,44,No,,Prioridad Media,AdWords
9930,44,No,,Prioridad Baja,Instagram
9931,44,No,,Prioridad Alta,Facebook
9932,44,Si,1,Prioridad Alta,Organico
9933,44,Si,4,Prioridad Alta,Organico
9934,44,Si,2,Prioridad Alta,Organico
9935,44,No,,Prioridad Media,Instagram
9936,44,No,,Prioridad Alta,Organico
9937,44,No,,Prioridad Media,Facebook
9938,44,Si,5,Prioridad Alta,Facebook
9939,44,No,,Prioridad Baja,Organico
9940,44,No,,Prioridad Baja,Organico
9941,44,Si,12,Prioridad Alta,Organico
9942,44,No,,Prioridad Baja,Instagram
9943,44,No,,Prioridad Baja,Facebook
9944,44,No,,Prioridad Baja,Instagram
9945,44,No,,Prioridad Baja,AdWords
9946,44,No,,Prioridad Alta,Organico
9947,44,No,,Prioridad Media,Organico
9948,44,Si,1,Prioridad Alta,Organico
9949,44,Si,7,Prioridad Alta,Organico
9950,44,No,,Prioridad Baja,Organico
9951,44,No,,Prioridad Baja,Organico
9952,44,No,,Prioridad Media,Instagram
9953,44,No,,Prioridad Baja,AdWords
9954,44,No,,Prioridad Alta,Organico
9955,44,No,,Prioridad Baja,AdWords
9956,44,Si,6,Prioridad Alta,Organico
9957,44,No,,Prioridad Alta,AdWords
9958,44,No,,Prioridad Alta,Instagram
9959,44,No,,Prioridad Media,Organico
9960,44,No,,Prioridad Baja,Instagram
9961,44,Si,3,Prioridad Alta,Organico
9962,44,No,,Prioridad Media,Facebook
9963,44,No,,Prioridad Alta,AdWords
9964,44,No,,Prioridad Baja,Instagram
9965,44,No,,Prioridad Baja,Instagram
9966,44,No,,Prioridad Alta,Instagram
9967,44,Si,17,Prioridad Alta,Organico
9968,44,No,,Prioridad Baja,AdWords
9969,44,No,,Prioridad Media,Organico
9970,44,No,,Prioridad Baja,AdWords
9971,44,Si,1,Prioridad Alta,Organico
9972,44,No,,Prioridad Baja,Organico
9973,44,No,,Prioridad Alta,Instagram
9974,44,No,,Prioridad Media,Instagram
9975,44,No,,Prioridad Media,Organico
9976,44,No,,Prioridad Media,AdWords
9977,44,Si,1,Prioridad Alta,AdWords
9978,44,Si,12,Prioridad Alta,Facebook
9979,44,No,,Prioridad Baja,Organico
9980,44,Si,8,Prioridad Alta,AdWords
9981,44,Si,1,Prioridad Alta,Facebook
9982,44,No,,Prioridad Baja,Organico
9983,44,Si,4,Prioridad Alta,AdWords
9984,44,No,,Prioridad Baja,AdWords
9985,44,Si,6,Prioridad Media,Instagram
9986,44,Si,10,Prioridad Alta,AdWords
9987,44,Si,4,Prioridad Media,Instagram
9988,44,Si,5,Prioridad Alta,Instagram
9989,44,Si,2,Prioridad Baja,AdWords
9990,44,Si,5,Prioridad Alta,Instagram
9991,44,Si,11,Prioridad Alta,Instagram
9992,44,Si,14,Prioridad Alta,Instagram
9993,44,No,,Prioridad Alta,Organico
9994,44,Si,13,Prioridad Alta,Instagram
9995,44,Si,4,Prioridad Alta,AdWords
9996,44,Si,5,Prioridad Alta,Organico
9997,44,Si,7,Prioridad Alta,Instagram
9998,44,Si,7,Prioridad Alta,Facebook
9999,44,Si,2,Prioridad Alta,Organico
10000,44,Si,2,Prioridad Baja,Organico
10001,44,No,,Prioridad Alta,Facebook
10002,44,No,,Prioridad Baja,AdWords
10003,44,No,,Prioridad Baja,Instagram
10004,44,No,,Prioridad Baja,Facebook
10005,44,Si,2,Prioridad Alta,AdWords
10006,44,Si,10,Prioridad Alta,Facebook
10007,44,No,,Prioridad Baja,AdWords
10008,44,Si,13,Prioridad Media,Facebook
10009,44,No,,Prioridad Baja,AdWords
10010,44,Si,7,Prioridad Baja,Organico
10011,44,Si,3,Prioridad Media,Instagram
10012,44,No,,Prioridad Alta,Instagram
10013,44,Si,6,Prioridad Alta,Organico
10014,44,No,,Prioridad Baja,Organico
10015,44,No,,Prioridad Media,Instagram
10016,44,No,,Prioridad Alta,AdWords
10017,44,No,,Prioridad Baja,AdWords
10018,44,Si,4,Prioridad Alta,Facebook
10019,44,No,,Prioridad Baja,Organico
10020,44,Si,5,Prioridad Alta,Instagram
10021,44,No,,Prioridad Alta,AdWords
10022,44,No,,Prioridad Alta,Facebook
10023,44,Si,11,Prioridad Alta,Instagram
10024,44,Si,2,Prioridad Alta,Organico
10025,44,No,,Prioridad Alta,Organico
10026,44,Si,3,Prioridad Alta,AdWords
10027,44,Si,1,Prioridad Alta,Instagram
10028,44,Si,1,Prioridad Alta,Facebook
10029,44,No,,Prioridad Media,AdWords
10030,44,No,,Prioridad Media,AdWords
10031,44,Si,21,Prioridad Alta,AdWords
10032,44,Si,10,Prioridad Media,Instagram
10033,44,No,,Prioridad Baja,Instagram
10034,44,Si,9,Prioridad Alta,AdWords
10035,44,No,,Prioridad Alta,Facebook
10036,44,No,,Prioridad Media,Organico
10037,44,No,,Prioridad Alta,Instagram
10038,44,No,,Prioridad Media,Instagram
10039,44,No,,Prioridad Baja,Organico
10040,44,No,,Prioridad Baja,Organico
10041,44,No,,Prioridad Media,AdWords
10042,44,No,,Prioridad Media,AdWords
10043,44,No,,Prioridad Alta,Instagram
10044,44,Si,2,Prioridad Alta,Organico
10045,44,Si,7,Prioridad Alta,Organico
10046,44,No,,Prioridad Alta,AdWords
10047,44,Si,10,Prioridad Alta,Instagram
10048,44,No,,Prioridad Alta,Facebook
10049,44,No,,Prioridad Baja,Organico
10050,44,No,,Prioridad Alta,AdWords
10051,44,No,,Prioridad Alta,AdWords
10052,44,Si,5,Prioridad Baja,Facebook
10053,44,Si,11,Prioridad Alta,AdWords
10054,44,Si,6,Prioridad Alta,AdWords
10055,44,Si,2,Prioridad Media,Facebook
10056,44,No,,Prioridad Alta,Organico
10057,44,Si,3,Prioridad Media,Instagram
10058,44,No,,Prioridad Media,Facebook
10059,44,Si,17,Prioridad Baja,Facebook
10060,44,Si,5,Prioridad Alta,Instagram
10061,44,No,,Prioridad Alta,AdWords
10062,44,Si,11,Prioridad Alta,Instagram
10063,44,Si,5,Prioridad Media,AdWords
10064,44,Si,21,Prioridad Alta,Organico
10065,44,No,,Prioridad Alta,AdWords
10066,44,Si,3,Prioridad Alta,AdWords
10067,44,Si,6,Prioridad Alta,Organico
10068,44,Si,9,Prioridad Alta,AdWords
10069,44,No,,Prioridad Alta,Instagram
10070,44,No,,Prioridad Alta,Facebook
10071,44,Si,7,Prioridad Alta,Instagram
10072,44,No,,Prioridad Baja,AdWords
10073,44,Si,6,Prioridad Alta,AdWords
10074,44,Si,20,Prioridad Media,Facebook
10075,44,No,,Prioridad Alta,AdWords
10076,44,Si,9,Prioridad Alta,Organico
10077,44,Si,14,Prioridad Alta,Instagram
10078,44,No,,Prioridad Alta,Instagram
10079,44,No,,Prioridad Alta,AdWords
10080,44,No,,Prioridad Alta,AdWords
10081,44,Si,11,Prioridad Alta,Organico
10082,44,Si,3,Prioridad Alta,AdWords
10083,44,No,,Prioridad Media,Organico
10084,44,No,,Prioridad Media,AdWords
10085,44,No,,Prioridad Alta,Instagram
10086,44,No,,Prioridad Baja,Instagram
10087,44,Si,12,Prioridad Alta,Instagram
10088,44,No,,Prioridad Baja,AdWords
10089,44,No,,Prioridad Baja,AdWords
10090,44,Si,5,Prioridad Alta,Instagram
10091,44,Si,1,Prioridad Media,AdWords
10092,44,Si,8,Prioridad Alta,Organico
10093,44,No,,Prioridad Alta,Instagram
10094,44,Si,5,Prioridad Media,Instagram
10095,44,No,,Prioridad Media,Instagram
10096,44,No,,Prioridad Media,AdWords
10097,44,Si,1,Prioridad Media,Instagram
10098,44,Si,8,Prioridad Baja,Organico
10099,44,Si,17,Prioridad Alta,Instagram
10100,44,No,,Prioridad Baja,Organico
10101,44,Si,13,Prioridad Alta,AdWords
10102,44,No,,Prioridad Media,Instagram
10103,44,No,,Prioridad Baja,Facebook
10104,44,Si,2,Prioridad Alta,AdWords
10105,44,Si,5,Prioridad Baja,Instagram
10106,44,No,,Prioridad Alta,Instagram
10107,44,No,,Prioridad Alta,AdWords
10108,44,No,,Prioridad Media,AdWords
10109,44,No,,Prioridad Media,Instagram
10110,44,No,,Prioridad Alta,Instagram
10111,44,Si,5,Prioridad Media,Instagram
10112,44,No,,Prioridad Alta,Instagram
10113,44,Si,5,Prioridad Alta,Instagram
10114,44,Si,3,Prioridad Alta,Organico
10115,44,No,,Prioridad Media,Organico
10116,44,No,,Prioridad Alta,AdWords
10117,44,Si,16,Prioridad Alta,Instagram
10118,44,No,,Prioridad Baja,Instagram
10119,44,No,,Prioridad Media,Organico
10120,44,Si,5,Prioridad Alta,Instagram
10121,44,Si,2,Prioridad Alta,Instagram
10122,44,Si,2,Prioridad Alta,Organico
10123,44,Si,3,Prioridad Alta,Organico
10124,44,Si,4,Prioridad Media,Instagram
10125,44,Si,2,Prioridad Alta,Organico
10126,44,Si,5,Prioridad Alta,Facebook
10127,44,Si,1,Prioridad Alta,AdWords
10128,44,No,,Prioridad Alta,Instagram
10129,44,No,,Prioridad Baja,Facebook
10130,44,No,,Prioridad Alta,AdWords
10131,44,Si,12,Prioridad Alta,AdWords
10132,44,Si,6,Prioridad Alta,Facebook
10133,44,Si,7,Prioridad Alta,Instagram
10134,44,Si,3,Prioridad Alta,Instagram
10135,44,Si,7,Prioridad Alta,AdWords
10136,44,No,,Prioridad Alta,Organico
10137,44,Si,4,Prioridad Media,Organico
10138,44,Si,6,Prioridad Alta,AdWords
10139,44,No,,Prioridad Media,AdWords
10140,44,No,,Prioridad Alta,Facebook
10141,44,No,,Prioridad Media,AdWords
10142,44,Si,19,Prioridad Alta,Instagram
10143,44,No,,Prioridad Baja,Instagram
10144,44,Si,14,Prioridad Baja,Facebook
10145,44,No,,Prioridad Alta,AdWords
10146,44,Si,11,Prioridad Alta,AdWords
10147,44,Si,8,Prioridad Alta,Organico
10148,44,No,,Prioridad Media,Facebook
10149,44,No,,Prioridad Baja,Instagram
10150,44,Si,18,Prioridad Alta,Instagram
10151,44,No,,Prioridad Media,Organico
10152,44,Si,3,Prioridad Baja,Organico
10153,44,No,,Prioridad Media,Organico
10154,44,No,,Prioridad Media,Instagram
10155,44,Si,8,Prioridad Alta,Organico
10156,44,Si,2,Prioridad Media,Instagram
10157,44,Si,14,Prioridad Alta,AdWords
10158,44,No,,Prioridad Baja,Organico
10159,44,No,,Prioridad Media,AdWords
10160,44,Si,6,Prioridad Alta,AdWords
10161,44,Si,7,Prioridad Baja,AdWords
10162,44,Si,9,Prioridad Alta,Instagram
10163,44,No,,Prioridad Media,Organico
10164,44,Si,5,Prioridad Alta,AdWords
10165,44,No,,Prioridad Baja,Organico
10166,44,No,,Prioridad Media,Organico
10167,44,Si,8,Prioridad Alta,Facebook
10168,44,No,,Prioridad Alta,Instagram
10169,44,No,,Prioridad Baja,Instagram
10170,44,No,,Prioridad Media,Organico
10171,44,No,,Prioridad Baja,Organico
10172,44,No,,Prioridad Baja,Organico
10173,44,No,,Prioridad Media,Organico
10174,44,No,,Prioridad Alta,AdWords
10175,44,No,,Prioridad Baja,Instagram
10176,44,Si,1,Prioridad Alta,Instagram
10177,44,No,,Prioridad Alta,Instagram
10178,44,No,,Prioridad Baja,AdWords
10179,44,No,,Prioridad Media,AdWords
10180,44,Si,7,Prioridad Alta,Instagram
10181,44,No,,Prioridad Alta,Instagram
10182,44,No,,Prioridad Alta,Organico
10183,44,No,,Prioridad Baja,Organico
10184,44,Si,17,Prioridad Alta,Instagram
10185,44,Si,5,Prioridad Alta,Instagram
